brand_name,brand_website,category,example_product_or_service,evidence_type,school_or_market,year,source_url,source_description,frequency_signal,public_or_private,ticker_if_known,confidence
Helen Ficalora,https://helenficalora.com,jewelry,14k gold Greek letter charms,named_in_ootd,multiple schools,2026,https://helenficalora.com/collections/sororities,Has dedicated sororities collection with Greek letter charms,4,private,,high
Coco Lillys,https://cocolillys.com,bid-day-supplies,recruitment tote bags,rush_collection,multiple schools,2026,https://cocolillys.com/products/recruitment-tote-bag-green-copy,Has recruitment tote bag product specifically for sorority rush,3,private,,high
Mable,,clothing,exclusive boutique apparel,named_in_ootd,multiple schools,2026,https://pantsstore.com/blogs/blog/sorority-rush-outfits,Named brand at Pants Store for rush outfits,2,private,,medium
Levi's,https://www.levi.com,clothing,jeans and denim,named_in_ootd,multiple schools,2026,https://pantsstore.com/blogs/blog/sorority-rush-outfits,Named at Pants Store as rush outfit brand,2,public,LEVI,medium
Spanx,https://www.spanx.com,clothing,shapewear and leggings,named_in_ootd,multiple schools,2026,https://pantsstore.com/blogs/blog/sorority-rush-outfits,Named at Pants Store as rush outfit brand,3,private,,high
Khloud,https://www.khloud.com,clothing,Khloe Kardashian activewear brand,named_in_ootd,multiple schools,2026,https://www.hercampus.com/culture/8-brands-dominating-sorority-rush-2026/,"Named in ""8 brands dominating sorority rush 2026""",2,private,,medium
Erno Laszlo,https://us.ernolaszlo.com,skincare,skincare products,named_in_ootd,multiple schools,2026,https://beautymatter.com/articles/rush-week-beauty-sororities,Named in rush beauty roundup targeting sororities,2,private,,medium
American Eagle,https://www.ae.com,clothing,sorority recruitment campaign apparel,sponsored_activation,multiple schools,2026,https://www.tubefilter.com/2026/07/29/rushtok-2026-american-eagle-sorority-campaign/,American Eagle launched dedicated RushTok 2026 sorority campaign at UF and Alabama,5,public,AEO,high
Celsius,https://www.celsius.com,food-beverage,energy drinks,gifted_content,multiple schools,2024-2025,https://www.hercampus.com/culture/brands-that-dominated-fall-rush-2024-pr-gifts-sponsorships/,"Named in ""brands dominating fall rush 2024"" with PR gifts",3,public,CELH,high
Georgie,https://drinkgeorgie.com,food-beverage,energy drink,sponsored_activation,Oklahoma,2026,https://oncampusnation.com/greek-life-brand-partnerships/,Flew drones to drop energy drink packages to Oklahoma Pi Beta Phi during rush,4,private,,high
First Aid Beauty,https://www.firstaidbeauty.com,skincare,skincare products,gifted_content,multiple schools,2026,https://oncampusnation.com/greek-life-brand-partnerships/,Named in Greek life brand partnerships for sorority engagement,3,public,,high
Adobe,https://www.adobe.com,rush-services,creative software for sorority content,sponsored_activation,multiple schools,2026,https://oncampusnation.com/greek-life-brand-partnerships/,Named in Greek life brand partnerships,2,public,ADBE,low
Hulu,https://www.hulu.com,media,Secrets of Sorority Rush streaming show,rush_collection,multiple schools,2026,https://www.sororityprep.com/,Produced Secrets of Sorority Rush documentary featuring rush consultants,3,public,DIS,high
Custom Ink,https://www.customink.com,bid-day-supplies,custom Greek life rush and bid day t-shirts,rush_collection,multiple schools,2026,https://www.customink.com/audience/education/greek-life,Major custom Greek life apparel provider; specifically serves rush and bid day,5,public,,high
Comfort Colors,https://www.comfortcolors.com,bid-day-supplies,garment-dyed t-shirts for Greek life,rush_collection,multiple schools,2026,https://www.customink.com/audience/education/greek-life,Most popular blank brand used for sorority rush and bid day shirts,5,private,,high
Bella + Canvas,https://www.bellacanvas.com,bid-day-supplies,premium blanks for custom Greek life shirts,rush_collection,multiple schools,2026,https://www.somethinggreek.com/collections/bella-canvas-brand,Named brand at Something Greek for custom sorority shirts,4,public,,high
Shoe Station,https://www.shoestation.com,shoes,sneakers sandals and rush week footwear,rush_collection,multiple schools,2026,https://www.shoestation.com/rush,Has dedicated sorority rush shoe section,4,private,,high
Sam Edelman,https://www.samedelman.com,shoes,sandals and flats,named_in_ootd,multiple schools,2026,https://evereve.com/collections/shoes,Named in sorority rush shoe retailers alongside Dolce Vita,2,public,,medium
Birkenstock,https://www.birkenstock.com,shoes,sandals,named_in_ootd,multiple schools,2026,https://evereve.com/collections/shoes,Named in sorority-adjacent shoe retailer collections,2,public,,medium
Dolce Vita,https://www.dolcevita.com,shoes,sandals and block heels,named_in_ootd,Alabama,2026,https://www.yahoo.com/lifestyle/dolce-vita-steve-madden-unofficial-222842109.html,Named as unofficial shoe of Alabama Rush TikTok videos,5,private,,high
Chaise Beauty Lounge,https://www.chaisebeautylounge.com,beauty,luxury spa lash and brow services,rush-services,Alabama (Tuscaloosa),2026,https://www.chaisebeautylounge.com/,Tuscaloosa premiere luxury beauty spa serving sorority members,4,private,,high
Southern Belle Babe,http://southernbellebabe.com,beauty,mink lash brand for University of Alabama,named_in_ootd,Alabama,2026,http://southernbellebabe.com/,Described as the #1 mink lash brand and college girls first choice at UA,5,private,,high
TaylorMade Salon,https://www.taylormadesalontuscaloosa.com,beauty,full-service hair salon,rush-services,Alabama (Tuscaloosa),2026,https://www.taylormadesalontuscaloosa.com/,Tuscaloosa luxury full service salon serving rush participants,3,private,,high
Phenix Salon Suites,https://www.phenixsalonsuites.com,beauty,salon suites with lash and skin care,rush-services,Alabama (Tuscaloosa),2026,https://phenixsalonsuitesmidtown.com/services/skin-care-massage-eyelash-extensions/,Tuscaloosa salon suites near sorority row,3,private,,medium
LoveMyLash,,beauty,lash extension studio,rush-services,Alabama (Tuscaloosa),2026,https://www.uttpbeautyarts.com/,Tuscaloosa lash extension studio serving rush participants,3,private,,medium
Greek Clothing Company,https://greekclothingco.com,bid-day-supplies,Greek letter Bella+Canvas shirts,rush_collection,multiple schools,2026,https://greekclothingco.com/products/sorority-greek-letter-bella-canvas-womens-favorite-t-shirt,Custom Greek letter clothing for sorority rush,3,private,,high
Madewell,https://www.madewell.com,clothing,denim and casual dresses,named_in_ootd,multiple schools,2026,https://www.hercampus.com/style/sorority-rush-dresses-2025/,Named in sorority rush style content,2,public,JCRW,medium
Sol de Janeiro,https://soldejaneiro.com,beauty,body care and fragrance,named_in_ootd,multiple schools,2026,https://beautymatter.com/articles/rush-week-beauty-sororities,Popular body care brand in sorority rush beauty bags,3,private,,high
Glossier,https://www.glossier.com,beauty,minimal makeup and skincare,named_in_ootd,multiple schools,2026,https://beautymatter.com/articles/rush-week-beauty-sororities,Popular beauty brand in rush OOTD content,3,public,,high
Rare Beauty,https://www.rarebeauty.com,beauty,Selena Gomez makeup brand,named_in_ootd,multiple schools,2026,https://beautymatter.com/articles/rush-week-beauty-sororities,Popular beauty brand in sorority rush content,3,private,,high
Dyson,https://www.dyson.com,beauty,Airwrap hair styling tools,named_in_ootd,multiple schools,2026,https://www.elitedaily.com/lifestyle/2025-bama-rushtok-bags-makeup-tech,Popular hair tool among rush participants,4,public,,high
Evereve,https://www.evereve.com,clothing,women's clothing and shoes,rush_collection,multiple schools,2026,https://evereve.com/collections/shoes,Carries sorority rush-relevant shoe and apparel brands,2,private,,medium
SWATCH by AMDA,https://www.swatchbyamda.com,rush-services,sorority rush outfit styling guides,rush_collection,multiple schools,2026,https://www.swatchbyamda.com/blog/an-outfit-guide-to-2025-sorority-recruitment,Rush outfit guide styled blog/service,3,private,,medium
Supergoop,https://www.supergoop.com,beauty,SPF sunscreen products,named_in_ootd,multiple schools,2026,https://beautymatter.com/articles/rush-week-beauty-sororities,Popular SPF brand used in rush beauty bag content,3,private,,high
Vacation,https://www.vacationinc.com,beauty,retro sunscreen brand,named_in_ootd,multiple schools,2026,https://www.ulta.com/discover/skin/summer-skin-prep-routines,Named in rush beauty prep sunscreen content,2,private,,medium
Isle of Paradise,https://isleofparadise.com,tanning,self-tanning products,named_in_ootd,multiple schools,2026,https://www.ulta.com/discover/skin/summer-skin-prep-routines,Self-tanning brand in rush beauty prep roundups,2,private,,medium
Alix Earle (brand),https://www.alixearle.com,media,beauty and lifestyle brand,named_in_ootd,multiple schools,2026,https://www.marketinggirly.com/blog/Why-Brands-Embrace-Sorority-PR,Named in sorority PR brand analysis as rush-adjacent influencer brand,2,private,,medium
Marem,,clothing,local boutique dresses and apparel,local-boutique,Louisiana (Baton Rouge),2026,https://lsureveille.com/284619/entertainment/local-boutiques-lsu-sorority-rush-recruitment-outfit/,Named in LSU sorority rush local boutique guide,4,private,,high
AnnLian,,clothing,trendy and unique fashion boutique,local-boutique,Louisiana (Baton Rouge),2026,https://lsureveille.com/284619/entertainment/local-boutiques-lsu-sorority-rush-recruitment-outfit/,Named in LSU sorority rush local boutique guide,3,private,,high
Bayou Belle Boutique,https://www.bayoubelleboutique.com,clothing,LSU apparel and local boutique,local-boutique,Louisiana (Baton Rouge),2026,https://www.bayoubelleboutique.com/collections/seasonal,Local LSU boutique with seasonal sorority-adjacent collections,3,private,,medium
Personal Touch Monograms,https://personaltouchmonogram.com,accessories,monogrammed sorority gifts and bid day items,rush_collection,multiple schools,2026,https://personaltouchmonogram.com/sorority-fraternity-and-bid-day/,Dedicated sorority fraternity and bid day monogramming service,4,private,,high
Hugs From Home 214,https://www.hugsfromhome214.com,bid-day-supplies,Greek boutique bid day baskets and gifts,rush_collection,Texas (Dallas/SMU),2026,https://www.hugsfromhome214.com/greek-boutique,Dallas-area Greek boutique offering bid day baskets and sorority gifts,4,private,,high
Mark and Graham,https://www.markandgraham.com,accessories,monogrammed sorority gift sets,rush_collection,multiple schools,2026,https://thesororitysister.com/rush-resources/rush-gift-ideas-rush-happies-to-make-your-rushees-days-brighter/,Named as source for custom monogrammed sorority gift sets,3,private,,high
GrubHub,https://www.grubhub.com,food-beverage,food delivery gift cards,named_in_ootd,multiple schools,2026,https://www.sheknows.com/parenting/articles/1234918067/moms-sorority-rush-gifts/,GrubHub gift cards given as sorority rush gifts and happies,2,public,GRUB,medium
Pretty Lovely Gift Boutique,,bid-day-supplies,sorority rush week gift boutique,rush_collection,multiple schools,2026,https://www.prettylovelygiftboutique.com/sorority-rush-week-gifts,Has dedicated sorority rush week gifts collection,3,private,,high
HighlandSide Interiors,,accessories,sorority gifts and monogramming,rush_collection,multiple schools,2026,https://shophighlandside.com/collections/sorority-gifts,Has dedicated sorority gifts collection with monogramming,3,private,,high
Next Level Apparel,https://www.nextlevelapparel.com,bid-day-supplies,premium blank tees for sorority custom apparel,rush_collection,multiple schools,2026,https://www.customink.com/audience/education/greek-life,Popular blank brand used for sorority rush and bid day custom shirts,3,public,,high
Dormify,https://dormify.com,dorm-decor,dorm bedding and decor,rush_collection,multiple schools,2026,https://www.dormify.com/,Dorm decor brand acquired by Williams-Sonoma in 2025; sorority-popular,3,private,,medium
DormCo,https://www.dormco.com,dorm-decor,college dorm supplies and bedding,rush_collection,multiple schools,2026,https://www.dormco.com/,College dorm supply brand with sorority-relevant products,2,private,,medium
The Container Store,https://www.containerstore.com,dorm-decor,storage and organization college partnership,rush_collection,multiple schools,2026,https://markets.financialcontent.com/lightport.lightport3/article/bizwire-2023-6-22-the-container-store-elevates-its-college-business-through-partnership-with-dormify,Partnered with Dormify for college/sorority dorm market,2,public,TCS,medium
DSW Designer Shoe Warehouse,https://www.dsw.com,shoes,footwear retail,named_in_ootd,multiple schools,2026,https://chirpyest.com/blog/24-sorority-rush-ready-brands-start-shopping-for-rush-here/,Named as rush-ready shoe shopping destination,2,public,DBI,medium
Nordstrom,https://www.nordstrom.com,clothing,department store rush dresses and accessories,named_in_ootd,multiple schools,2026,https://collegelifemadeeasy.com/rush-dresses-sorority-recruitment/,Named in rush dress roundup as retailer,3,public,JWN,high
Target,https://www.target.com,clothing,affordable rush essentials,named_in_ootd,multiple schools,2026,https://www.elitedaily.com/lifestyle/2025-bama-rushtok-bags-makeup-tech,Named in Bama Rush rush bag essentials buying list,2,public,TGT,medium
Pura Vida Bracelets,https://www.puravidabracelets.com,jewelry,sorority bracelet collection Greek letter charms,rush_collection,multiple schools,2026,https://www.puravidabracelets.com/collections/sorority-collection,Has dedicated sorority collection with individual chapter collections,5,public,,high
Pink Lily,https://www.pinklily.com,clothing,sorority styles and rush dresses,rush_collection,multiple schools,2026,https://pinklily.com/collections/sorority-styles,Has dedicated sorority styles rush collection,4,private,,high
Mejuri,https://mejuri.com,jewelry,fine gold jewelry bracelets,named_in_ootd,multiple schools,2026,https://www.sheknows.com/parenting/slideshow/2531129/best-jewelry-brands-for-teens/,Named in jewelry brands popular with sorority demographics,2,private,,medium
Stuart Weitzman,https://www.stuartweitzman.com,shoes,Nudist Block Sandals for rush,named_in_ootd,multiple schools,2026,https://www.revolve.com/shoes/br/8909e8/,Named as luxury rush shoe in Revolve sorority rush shoes collection,3,public,,high
Loeffler Randall,https://www.loefflerrandall.com,shoes,heeled sandals and pumps,named_in_ootd,multiple schools,2026,https://www.revolve.com/shoes/br/8909e8/,Named in Revolve sorority rush shoes collection,2,private,,high
Schutz,https://www.schutz-shoes.com,shoes,heels and sandals,named_in_ootd,multiple schools,2026,https://www.revolve.com/shoes/br/8909e8/,Named in Revolve sorority rush shoes collection,2,private,,high
Dillard's,https://www.dillards.com,clothing,sorority rush and recruitment dresses collection,rush_collection,multiple schools,2026,https://www.dillards.com/c/sorority-rush-recruitment-dresses,Has dedicated sorority rush and recruitment dresses category,3,public,DDS,high
Whimsy Whoo,,clothing,Razorback boutique and sorority apparel,local-boutique,Arkansas (Fayetteville),2026,https://shopwhimsywhoo.com/collections/arkansas-razorback-store-fayetteville-arkansas,Fayetteville boutique with Greek-themed apparel and rush items,4,private,,high
Southern Trend Clothing Company,https://southerntrend.com,clothing,custom Arkansas collegiate and Greek apparel,local-boutique,Arkansas (Fayetteville),2026,https://www.faire.com/brand/b_5c3y81m9sn,Fayetteville clothing brand creating Greek life apparel,3,private,,high
Hype and Vice,https://hypeandvice.com,clothing,university and Greek life branded apparel,rush_collection,multiple schools,2026,https://www.hypeandvice.com/collections/university-of-arkansas-fayetteville,College-specific branded apparel for sorority market,3,private,,medium
Alumni Hall,https://www.alumnihall.com,clothing,college apparel and sorority merchandise,rush_collection,multiple schools,2026,https://www.alumnihall.com/arkansas-razorbacks,College apparel retailer carrying Greek life relevant merchandise,2,private,,medium
Rally House,https://www.rallyhouse.com,clothing,fan apparel and collegiate store,rush_collection,multiple schools,2026,https://www.rallyhouse.com/stores/fayetteville/1159-m-lk-jr-blvd,Sports and collegiate apparel retailer in sorority college markets,2,public,,medium
Clothe Boutique,,clothing,Arkansas Razorbacks boutique apparel,local-boutique,Arkansas (Fayetteville),2026,https://www.clotheboutique.com/collections/arkansas-razorbacks,Arkansas boutique with Razorbacks and sorority-adjacent apparel,3,private,,medium
Lemon8,https://www.lemon8-app.com,media,social photo app popular with RushTok creators,named_in_ootd,multiple schools,2026,https://www.lemon8-app.com/@ceannaelizabeth/7543463237837242910,Platform where rush OOTD content appears,2,private,,medium
Kelly's Favorite Things,,rush-services,rush bag and recruitment advice blog,named_in_ootd,multiple schools,2026,https://kellymatteisfavoritethings.com/category/sorority-rush/,Rush coaching blog with specific brand recommendations,3,private,,medium
The Sorority Sister,https://thesororitysister.com,rush-services,sorority recruitment advice and resource site,rush_collection,multiple schools,2026,https://thesororitysister.com/rush-resources/university-of-alabama-sorority-recruitment-guide/,Major sorority recruitment resource featuring brand recommendations,4,private,,high
The Rush Queen,,rush-services,Texas A&M sorority recruitment guide and consulting,rush_collection,Texas (College Station),2026,http://therushqueen.blogspot.com/p/texas-recruitment.html,Rush consulting resource specifically for Texas A&M,3,private,,medium
Rebel Rush,,rush-services,Ole Miss sorority rush insider consulting,rush_collection,Mississippi (Oxford),2026,https://www.facebook.com/RushInsider/,Ole Miss-specific rush insider consulting page,3,private,,medium
Sorority Girl Store,https://www.sororitygirlstore.com,bid-day-supplies,custom Greek licensed stationery buttons and gifts,rush_collection,Tennessee (Nashville),2026,https://sororitygirlstore.com/about/,Nashville-based official Greek licensed vendor for custom bid day and rush items,4,private,,high
The College Crib,https://www.thecollegecrib.com,clothing,Divine 9 Greek paraphernalia jewelry and apparel,rush_collection,Tennessee (Nashville),2026,https://www.collegecrib.com/,Nashville store one of world's largest Divine 9 sorority and fraternity retailers,4,private,,high
Greek Street,https://greekstreet.com,clothing,officially licensed Greek apparel and gifts,rush_collection,Tennessee (Knoxville),2026,https://www.shopgreekstreet.com/,Knoxville-based officially licensed Greek life clothing and gifts,4,private,,high
University Photo,,event-services,sorority bid day photography and chapter composites,rush_collection,multiple schools,2026,http://www.universityphoto.com/,Dedicated sorority bid day photography with digital downloads,4,private,,high
ShutterBooth,https://www.shutterbooth.com,event-services,photo booth rental for sorority bid day events,rush_collection,multiple schools,2026,https://shutterbooth.com/lansing/2026/03/09/pi-beta-phi-bid-day-2026/,Photo booth rentals specifically for Pi Beta Phi bid day and sorority events,3,private,,high
LUXE Photo Booths,,event-services,sorority bid day photo booth rental,rush_collection,multiple schools,2026,https://luxe-photobooths.com/sorority-bid-day-photo-booth/,Has dedicated sorority bid day photo booth rental page,4,private,,high
Flipside Fun,,event-services,photo booth rental for Greek life events,rush_collection,multiple schools,2026,https://www.flipsidefun.com/photo-booth-rentals/photo-booth-rentals-for-college-fraternity-and-sorority-parties,Specializes in photo booth rentals for college fraternities and sororities,3,private,,high
Pixilated,https://www.pixilated.com,event-services,DIY photo booth rental,rush_collection,multiple schools,2026,https://pixilated.com/blogs/main-blog/photobooths-for-rent,Photo booth rental services for Greek life events,2,private,,medium
Quay,https://www.quayaustralia.com,accessories,sunglasses,named_in_ootd,multiple schools,2026,https://www.aol.com/icymi-15-best-sunglasses-brands-173300757.html,Popular sunglasses brand with sorority demographic; cult following,2,private,,medium
Lifetime,https://www.lifetime.life,media,A Sorority Moms Guide to Rush TV show,rush_collection,multiple schools,2026,https://www.tvmaze.com/news/5203/a-sorority-moms-guide-to-rush-lifetime-sets-august-11-to-premiere-new-unscripted-series-a-sorority-moms-guide-to-rush,Produced reality show about sorority moms and rush week,3,public,LGF,high
Chick-fil-A,https://www.chick-fil-a.com,food-beverage,catering for sorority events and bid day,named_in_ootd,multiple schools,2026,https://www.today.com/food/restaurants/chick-fil-a-catering-rcna104417,Popular catering choice for sorority chapter events and bid day,3,public,,medium
Raising Cane's,https://www.raisingcanes.com,food-beverage,chicken catering for sorority events,named_in_ootd,multiple schools,2026,https://en.wikipedia.org/wiki/Raising_Cane%27s_Chicken_Fingers,Popular chicken brand in SEC college markets for sorority events,2,public,,low
Kendra Scott,https://www.kendrascott.com,jewelry,Gifts for Sorority Recruitment collection,rush_collection,multiple schools,2026,https://www.kendrascott.com/shop/gifts-for-sorority-recruitment.html,Has four dedicated sorority shopping pages including Gifts for Sorority Recruitment,5,public,,high
Sorority World,https://www.sororityworld.com,rush-services,bid day and sorority recruitment resources,rush_collection,multiple schools,2026,https://www.sororityworld.com/bidday,Online resource for sorority bid day planning,3,private,,medium
Niche Capital Co.,https://nichecapitalco.com,media,RushTok industry analysis and brand coverage,named_in_ootd,multiple schools,2026,https://nichecapitalco.com/the-rise-of-rushtok-inside-the-sorority-rush-week-phenomenon/,Media covering RushTok brand ecosystem,2,private,,medium
Mag-nificent,https://mag-nificent.com,event-services,custom photo and video booth for sorority events,rush_collection,multiple schools,2026,https://mag-nificent.com/events/fraternity-sorority-events-photo-video-booth-rental/,Custom memento photo experience for fraternity and sorority events,3,private,,medium
Sweet Baton Rouge,,accessories,Louisiana pride novelty items and souvenirs,local-boutique,Louisiana (Baton Rouge),2026,https://www.visitbatonrouge.com/things-to-do/shopping/boutiques/,Local Baton Rouge novelty shop in sorority-adjacent market,2,private,,low
Judith March,https://www.judithmarch.com,clothing,colorful boutique dresses popular in South,named_in_ootd,multiple schools,2026,https://www.dillards.com/c/sorority-rush-recruitment-dresses,Southern boutique dress brand popular in sorority markets at Dillard's,3,private,,medium
Eliza J,https://www.elizaj.com,clothing,formal and dressy dresses,named_in_ootd,multiple schools,2026,https://www.dillards.com/c/sorority-rush-recruitment-dresses,Dressy dress brand available at Dillard's for sorority rush,2,private,,medium
Tiffany & Co.,https://www.tiffany.com,jewelry,bracelets and bangles,named_in_ootd,Alabama,2026,https://www.aol.com/breaking-down-much-really-costs-210000654.html,Named in Bama Rush OOTD cost breakdowns including $7820 bracelet stacks,4,public,TIF,high
Zara,https://www.zara.com/us,clothing,dresses and skirts,named_in_ootd,Alabama,2026,https://www.aol.com/breaking-down-much-really-costs-210000654.html,Named in Bama Rush OOTD breakdown; PNMs pair Zara skirts with designer jewelry,3,public,,high
Spinelli Kilcollin,https://www.spinellikilcollin.com,jewelry,chain ring and bracelet stacks,named_in_ootd,Alabama,2026,https://www.aol.com/lifestyle/girl-breaks-down-price-bama-172039568.html,Named in Bama Rush expensive OOTD breakdowns,2,private,,high
Nasty Gal,https://www.nastygal.com,clothing,dresses and trendy apparel,named_in_ootd,multiple schools,2026,https://www.aol.com/lifestyle/girl-breaks-down-price-bama-172039568.html,Named alongside Bama Rush OOTD shopping sources,2,private,,medium
Southern Tide,https://www.southerntide.com,clothing,preppy coastal apparel,named_in_ootd,multiple schools,2026,https://www.bloomberg.com/features/2016-sorority-fashion/,Preppy SEC-popular brand named alongside sorority fashion ecosystem,3,private,,high
Ralph Lauren,https://www.ralphlauren.com,clothing,polo shirts and prep apparel,named_in_ootd,multiple schools,2026,https://www.bloomberg.com/features/2016-sorority-fashion/,Classic preppy brand in sorority fashion ecosystem,3,public,RL,high
Tommy Hilfiger,https://usa.tommy.com,clothing,preppy collegiate apparel,named_in_ootd,multiple schools,2026,https://www.bloomberg.com/features/2016-sorority-fashion/,Classic preppy brand in sorority fashion ecosystem,2,public,PVH,medium
Marleylilly,https://www.marleylilly.com,accessories,monogrammed tote bags and sorority gifts,rush_collection,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named as popular rush bag brand; monogrammed options in sorority colors,3,private,,high
Kate Spade,https://www.katespade.com,handbags,canvas tote bags,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named as designer rush bag option,3,public,TAPSTRY,high
Lands' End,https://www.landsend.com,accessories,canvas tote with monogram,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named as budget-friendly monogram rush tote option,2,public,,medium
Coach,https://www.coach.com,handbags,tote bags and crossbody bags,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named as rush bag brand option,2,public,TPR,medium
OUAI,https://theouai.com,beauty,haircare products,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials list,2,private,,high
Summer Fridays,https://www.summerfridays.com,beauty,Lip Butter Balm and skincare,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials,2,private,,high
Touchland,https://touchland.com,beauty,hand sanitizer mist,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag essentials,3,private,,high
Rhode,https://rhodeskin.com,beauty,Hailey Bieber beauty brand skin tints,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials,3,private,,high
ILIA,https://iliabeauty.com,beauty,clean makeup and tinted serums,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials,2,private,,high
Tower 28,https://tower28beauty.com,beauty,clean beauty makeup,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials,2,private,,high
Maybelline,https://www.maybelline.com,beauty,makeup products,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials,2,public,LRLCY,medium
Charlotte Tilbury,https://www.charlottetilbury.com,beauty,luxury makeup and skincare,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials,3,private,,high
Batiste,https://www.batistehair.com,beauty,dry shampoo,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag essentials as hair refresh product,3,private,,high
TIGI Bed Head,https://www.tigibedhead.com,beauty,haircare styling products,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag essentials,2,private,,medium
Teleties,https://www.teleties.com,accessories,hair ties and clips,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag hair accessories,3,private,,high
Goody,https://www.goody.com,accessories,hair accessories,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag hair accessories,2,public,,medium
Color WOW,https://www.colorwowhair.com,beauty,hair care products,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag beauty essentials,2,private,,medium
PHLUR,https://phlur.com,beauty,clean fragrance brand,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag fragrance essentials,2,private,,high
Native,https://gonative.com,beauty,deodorant and personal care,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag essentials,2,private,,medium
Pandora,https://us.pandora.net,jewelry,charm bracelets and jewelry,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush context,3,public,PNDORA,medium
Megababe,https://megababebeauty.com,beauty,chafe and body care products,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag essentials for long walking days,3,private,,high
Pinch Provisions,https://pinchprovisions.com,accessories,Minimergency Kit emergency kit,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named as popular rush bag emergency kit brand,4,private,,high
Aquaphor,https://www.aquaphorus.com,beauty,healing ointment for blisters,named_in_ootd,multiple schools,2026,https://frostedevents.com/sorority-rush-bag-essentials/,Named in sorority rush bag essentials for blister care,3,public,BCY,high
Glow Floral Event Design,https://glowfloralevents.com,event-services,bid day flowers and gift boutique for sorority houses,local-boutique,Alabama (Tuscaloosa),2026,https://glowfloralevents.com/collections/glow-gift-boutique,Specializes in bid day delivery to sorority row at UA with coordinated florals and gifts,4,private,,high
The Party Girl,https://the-party-girl.com,bid-day-supplies,custom sorority recruitment banner backdrops,brand_roundup_article,multi-school,2026,https://the-party-girl.com/collections/sorority-recruitment-bid-day-banner,Custom sorority banners for recruitment and bid day personalized to chapter colors,2,private,,medium
Banners.com,https://www.banners.com,bid-day-supplies,custom sorority banners for rush week and Greek events,rush_collection,multi-school,2026,https://www.banners.com/sorority-banners,Custom banner vendor marketing specifically to sorority rush and Greek events,2,private,,medium
Marc Jacobs,https://www.marcjacobs.com,beauty,Daisy Eau So Fresh perfume popular with sorority women,brand_roundup_article,multi-school,2026,https://fragrancefamilia.com/blogs/fragrance-familia/perfumes-girls-smell-great-college-campus-sorority,Named in sorority fragrance guide as signature college campus scent,3,public,MOR,medium
Yves Saint Laurent,https://www.ysl.com,beauty,Black Opium Eau de Parfum popular sorority scent,brand_roundup_article,multi-school,2026,https://fragrancefamilia.com/blogs/fragrance-familia/perfumes-girls-smell-great-college-campus-sorority,Named in sorority fragrance guide as popular sorority signature scent,3,public,,medium
Lancôme,https://www.lancome-usa.com,beauty,La Vie Est Belle Eau de Parfum for sorority rush,brand_roundup_article,multi-school,2026,https://fragrancefamilia.com/blogs/fragrance-familia/perfumes-girls-smell-great-college-campus-sorority,Named in sorority fragrance guide for college women,3,public,OR,medium
Tom Ford,https://www.tomford.com,beauty,Black Orchid Eau de Parfum luxury rush gift,brand_roundup_article,multi-school,2026,https://fragrancefamilia.com/blogs/fragrance-familia/perfumes-girls-smell-great-college-campus-sorority,Named in sorority fragrance guide as luxury option for Greek women,2,public,TFG,medium
